mapping_id,generated_at,family_key,family_label,family_status,rule_kind,aggregation_family,cross_family_context,required_true_flags,required_false_flags,logic_expression,schema_action,observation_code,label_short,label_neutral,label_supportive,label_technical,diagnostic_sentence,graham_dh_level,graham_dh_label,hitods_alignment,cognitive_epistemic_score_estimate,social_emotional_threat_score_estimate,expert_disagreement_dimension,expert_disagreement_type,walton_scheme_alignment,learning_signal,card_surface_visibility,timeline_surface_visibility,display_priority,confidence_weight,rationale,critical_question_prompt,safety_note,test_suggestion,implementation_notes
MBOM-00176,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,dismantle_core_reasoning,dismantle_core_reasoning=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0176,Dismantles core reasoning absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0176,"When dismantle_core_reasoning=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,evidence quality issue,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because dismantle_core_reasoning=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0176 fires only for dismantle_core_reasoning=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00177,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,grounded_disagreement,,grounded_disagreement=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0177,Grounded disagreement observed,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,disagreement_strategy_hitods::dh4::0177,"When grounded_disagreement=yes, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,information_related,definition or scope mismatch,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate counterargument under Disagreement Strategy / HiTODS Alignment because grounded_disagreement=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0177 fires only for grounded_disagreement=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00178,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,grounded_disagreement,grounded_disagreement=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0178,Grounded disagreement absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0178,"When grounded_disagreement=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,method or measurement difference,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because grounded_disagreement=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0178 fires only for grounded_disagreement=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00179,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,mitigated_disagreement,,mitigated_disagreement=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0179,Mitigated disagreement observed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0179,"When mitigated_disagreement=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,contextual applicability,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because mitigated_disagreement=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0179 fires only for mitigated_disagreement=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00180,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,mitigated_disagreement,mitigated_disagreement=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0180,Mitigated disagreement absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0180,"When mitigated_disagreement=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,complexity or uncertainty,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because mitigated_disagreement=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0180 fires only for mitigated_disagreement=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00181,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,joking_in_context,,joking_in_context=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0181,Joking that keeps topic focus observed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0181,"When joking_in_context=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because joking_in_context=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0181 fires only for joking_in_context=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00182,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,joking_in_context,joking_in_context=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0182,Joking that keeps topic focus absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0182,"When joking_in_context=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,risk tradeoff,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because joking_in_context=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0182 fires only for joking_in_context=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00183,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,reasoned_direct_denial,,reasoned_direct_denial=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0183,Reasoned direct denial observed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0183,"When reasoned_direct_denial=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,claim-evidence fit,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because reasoned_direct_denial=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0183 fires only for reasoned_direct_denial=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00184,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,reasoned_direct_denial,reasoned_direct_denial=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0184,Reasoned direct denial absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0184,"When reasoned_direct_denial=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,evidence quality issue,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because reasoned_direct_denial=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0184 fires only for reasoned_direct_denial=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00185,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,proposing_alternative,,proposing_alternative=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0185,Proposing alternative observed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0185,"When proposing_alternative=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because proposing_alternative=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0185 fires only for proposing_alternative=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00186,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,proposing_alternative,proposing_alternative=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0186,Proposing alternative absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0186,"When proposing_alternative=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,risk tradeoff,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because proposing_alternative=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0186 fires only for proposing_alternative=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00187,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,deafening_silence,,deafening_silence=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0187,Deafening silence / non-response observed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0187,"When deafening_silence=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,contextual applicability,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because deafening_silence=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0187 fires only for deafening_silence=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00188,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,deafening_silence,deafening_silence=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0188,Deafening silence / non-response absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0188,"When deafening_silence=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,complexity or uncertainty,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because deafening_silence=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0188 fires only for deafening_silence=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00189,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,agree_to_disagree,,agree_to_disagree=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0189,Agree to disagree without resolving observed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0189,"When agree_to_disagree=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because agree_to_disagree=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0189 fires only for agree_to_disagree=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00190,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,agree_to_disagree,agree_to_disagree=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0190,Agree to disagree without resolving absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0190,"When agree_to_disagree=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,risk tradeoff,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because agree_to_disagree=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0190 fires only for agree_to_disagree=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00191,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,breakdown_of_dialogicity,,breakdown_of_dialogicity=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0191,Breakdown of dialogicity observed,Tone/meta-dispute pattern,This reply may focus on tone or framing more than the claim itself.,disagreement_strategy_hitods::dh2::0191,"When breakdown_of_dialogicity=yes, show: This reply may focus on tone or framing more than the claim itself.",DH2,Responding to tone or meta-dispute,HiTODS orange / low argument contribution,1,3,information_related,claim-evidence fit,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,111,0.57,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate responding to tone or meta-dispute under Disagreement Strategy / HiTODS Alignment because breakdown_of_dialogicity=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0191 fires only for breakdown_of_dialogicity=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00192,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,breakdown_of_dialogicity,breakdown_of_dialogicity=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0192,Breakdown of dialogicity absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0192,"When breakdown_of_dialogicity=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,evidence quality issue,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because breakdown_of_dialogicity=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0192 fires only for breakdown_of_dialogicity=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00193,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,unreasoned_direct_denial,,unreasoned_direct_denial=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0193,Unreasoned direct denial observed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0193,"When unreasoned_direct_denial=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,definition or scope mismatch,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because unreasoned_direct_denial=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0193 fires only for unreasoned_direct_denial=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00194,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,unreasoned_direct_denial,unreasoned_direct_denial=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0194,Unreasoned direct denial absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0194,"When unreasoned_direct_denial=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,method or measurement difference,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because unreasoned_direct_denial=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0194 fires only for unreasoned_direct_denial=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00195,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,ordering_or_commanding,,ordering_or_commanding=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0195,Ordering or commanding observed,Person-directed or face-threatening disagreement pattern,This reply may shift attention from the argument to the person or social friction.,disagreement_strategy_hitods::dh1::0195,"When ordering_or_commanding=yes, show: This reply may shift attention from the argument to the person or social friction.",DH1,Ad hominem or person-directed attack,HiTODS red / low responsiveness,0.5,4.5,informant_related,source-authority mismatch,not_scheme_specific,low_responsiveness_face_threat,card_default_visible,timeline_tap_to_reveal,126,0.46,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate ad hominem or person-directed attack under Disagreement Strategy / HiTODS Alignment because ordering_or_commanding=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0195 fires only for ordering_or_commanding=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00196,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,ordering_or_commanding,ordering_or_commanding=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0196,Ordering or commanding absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0196,"When ordering_or_commanding=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,informant_related,speaker credibility / role issue,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because ordering_or_commanding=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0196 fires only for ordering_or_commanding=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00197,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,irrelevancy_claim,,irrelevancy_claim=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0197,Irrelevancy claim observed,Tone/meta-dispute pattern,This reply may focus on tone or framing more than the claim itself.,disagreement_strategy_hitods::dh2::0197,"When irrelevancy_claim=yes, show: This reply may focus on tone or framing more than the claim itself.",DH2,Responding to tone or meta-dispute,HiTODS orange / low argument contribution,1,3,information_related,definition or scope mismatch,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,111,0.57,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate responding to tone or meta-dispute under Disagreement Strategy / HiTODS Alignment because irrelevancy_claim=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0197 fires only for irrelevancy_claim=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00198,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_false,within_family,,,irrelevancy_claim,irrelevancy_claim=no,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_false.0198,Irrelevancy claim absent,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,disagreement_strategy_hitods::dh3::0198,"When irrelevancy_claim=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,method or measurement difference,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The negative boolean is informative because it excludes a stronger or more specific reading.,Does this reply instantiate contradiction or weak denial under Disagreement Strategy / HiTODS Alignment because irrelevancy_claim=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_false.0198 fires only for irrelevancy_claim=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-00199,2026-06-07T01:38:09Z,disagreement_strategy_hitods,Disagreement Strategy / HiTODS Alignment,proposed_new_family,single_true,within_family,,ironic_echoing,,ironic_echoing=yes,requires_sql_or_json_schema_extension,disagreement_strategy_hitods.single_true.0199,Ironic echoing observed,Person-directed or face-threatening disagreement pattern,This reply may shift attention from the argument to the person or social friction.,disagreement_strategy_hitods::dh1::0199,"When ironic_echoing=yes, show: This reply may shift attention from the argument to the person or social friction.",DH1,Ad hominem or person-directed attack,HiTODS red / low responsiveness,0.5,4.5,informant_related,source-authority mismatch,not_scheme_specific,low_responsiveness_face_threat,card_default_visible,timeline_tap_to_reveal,126,0.46,"The single positive boolean is enough to produce a diagnostic label, but not enough to decide correctness.",Does this reply instantiate ad hominem or person-directed attack under Disagreement Strategy / HiTODS Alignment because ironic_echoing=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert disagreement_strategy_hitods.single_true.0199 fires only for ironic_echoing=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
